Instance,Terminal,Layer,X location,Y location,Voltage
output42,VPWR,li1,29.4400,68.0000,1.799835
output41,VPWR,li1,47.8400,57.1200,1.799632
output40,VPWR,li1,55.2000,57.1200,1.799594
output39,VPWR,li1,22.5400,73.4400,1.799913
output38,VPWR,li1,22.5400,29.9200,1.799891
output37,VPWR,li1,61.6400,29.9200,1.799675
output36,VPWR,li1,24.3800,13.6000,1.799886
output35,VPWR,li1,32.6600,24.4800,1.799737
input34,VPWR,li1,65.3200,40.8000,1.799614
input33,VPWR,li1,51.0600,62.5600,1.799803
input32,VPWR,li1,42.3200,13.6000,1.799815
input31,VPWR,li1,65.3200,29.9200,1.799675
input30,VPWR,li1,40.9400,35.3600,1.799715
input29,VPWR,li1,8.7400,46.2400,1.799832
input28,VPWR,li1,8.7400,13.6000,1.799899
input27,VPWR,li1,23.4600,40.8000,1.799824
input26,VPWR,li1,25.3000,24.4800,1.799793
input25,VPWR,li1,59.3400,13.6000,1.799781
input24,VPWR,li1,23.9200,57.1200,1.799817
input23,VPWR,li1,16.5600,62.5600,1.799924
input22,VPWR,li1,38.6400,13.6000,1.799827
input21,VPWR,li1,51.5200,57.1200,1.799617
input20,VPWR,li1,11.9600,57.1200,1.799853
input19,VPWR,li1,46.4600,29.9200,1.799726
input18,VPWR,li1,14.7200,29.9200,1.799880
input17,VPWR,li1,40.4800,29.9200,1.799759
input16,VPWR,li1,40.4800,29.9200,1.799759
input15,VPWR,li1,35.8800,62.5600,1.799857
input14,VPWR,li1,55.2000,24.4800,1.799601
input13,VPWR,li1,16.1000,35.3600,1.799883
input12,VPWR,li1,10.1200,35.3600,1.799882
input11,VPWR,li1,20.7000,62.5600,1.799929
input10,VPWR,li1,16.5600,13.6000,1.799904
input9,VPWR,li1,38.6400,73.4400,1.799841
input8,VPWR,li1,51.9800,68.0000,1.799777
input7,VPWR,li1,55.6600,62.5600,1.799795
input6,VPWR,li1,12.4200,73.4400,1.799917
input5,VPWR,li1,40.0200,24.4800,1.799673
input4,VPWR,li1,61.6400,24.4800,1.799594
input3,VPWR,li1,28.9800,24.4800,1.799774
input2,VPWR,li1,20.7000,24.4800,1.799841
input1,VPWR,li1,65.3200,29.9200,1.799675
TAP_TAPCELL_ROW_22_95,VPWR,li1,57.2700,73.1330,1.799778
TAP_TAPCELL_ROW_22_94,VPWR,li1,44.3900,73.1330,1.799808
TAP_TAPCELL_ROW_22_93,VPWR,li1,31.5100,73.1330,1.799868
TAP_TAPCELL_ROW_22_92,VPWR,li1,18.6300,73.1330,1.799923
TAP_TAPCELL_ROW_21_91,VPWR,li1,57.2700,68.3060,1.799771
TAP_TAPCELL_ROW_21_90,VPWR,li1,31.5100,68.3060,1.799827
TAP_TAPCELL_ROW_20_89,VPWR,li1,44.3900,67.6930,1.799790
TAP_TAPCELL_ROW_20_88,VPWR,li1,18.6300,67.6930,1.799887
TAP_TAPCELL_ROW_19_87,VPWR,li1,57.2700,62.8660,1.799790
TAP_TAPCELL_ROW_19_86,VPWR,li1,31.5100,62.8660,1.799880
TAP_TAPCELL_ROW_18_85,VPWR,li1,44.3900,62.2530,1.799822
TAP_TAPCELL_ROW_18_84,VPWR,li1,18.6300,62.2530,1.799927
TAP_TAPCELL_ROW_17_83,VPWR,li1,57.2700,57.4260,1.799592
TAP_TAPCELL_ROW_17_82,VPWR,li1,31.5100,57.4260,1.799741
TAP_TAPCELL_ROW_16_81,VPWR,li1,44.3900,56.8130,1.799660
TAP_TAPCELL_ROW_16_80,VPWR,li1,18.6300,56.8130,1.799857
TAP_TAPCELL_ROW_15_79,VPWR,li1,57.2700,51.9860,1.799760
TAP_TAPCELL_ROW_15_78,VPWR,li1,31.5100,51.9860,1.799858
TAP_TAPCELL_ROW_14_77,VPWR,li1,44.3900,51.3730,1.799804
TAP_TAPCELL_ROW_14_76,VPWR,li1,18.6300,51.3730,1.799906
TAP_TAPCELL_ROW_13_75,VPWR,li1,57.2700,46.5460,1.799666
TAP_TAPCELL_ROW_13_74,VPWR,li1,31.5100,46.5460,1.799784
TAP_TAPCELL_ROW_12_73,VPWR,li1,44.3900,45.9330,1.799701
TAP_TAPCELL_ROW_12_72,VPWR,li1,18.6300,45.9330,1.799845
TAP_TAPCELL_ROW_11_71,VPWR,li1,57.2700,41.1060,1.799618
TAP_TAPCELL_ROW_11_70,VPWR,li1,31.5100,41.1060,1.799717
TAP_TAPCELL_ROW_10_69,VPWR,li1,44.3900,40.4930,1.799641
TAP_TAPCELL_ROW_10_68,VPWR,li1,18.6300,40.4930,1.799815
TAP_TAPCELL_ROW_9_67,VPWR,li1,57.2700,35.6660,1.799639
TAP_TAPCELL_ROW_9_66,VPWR,li1,31.5100,35.6660,1.799785
TAP_TAPCELL_ROW_8_65,VPWR,li1,44.3900,35.0530,1.799699
